id	label	current_type	bucket	degree	suggested_decision	decision
LLM:almond_gum_polysaccharide_eagp-w1	almond gum polysaccharide EAGP-W1	Food	medium_microbe	2	Microbe	Bioactive
LLM:honeysuckle_mir2911	honeysuckle MIR2911	Food	medium_microbe	2	Microbe	Bioactive
LLM:maggot_polysaccharide_mp-80	maggot polysaccharide MP-80	Food	medium_microbe	2	Microbe	Bioactive
LLM:orange_juice_containing_pediococcus_acidilactici_ce51	orange juice containing Pediococcus acidilactici CE51	Food	medium_microbe	2	Microbe	keep
LLM:1-kestose	1-kestose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:2_fucosyllactose	2'fucosyllactose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:2-o-beta-d-glucopyranosyl-l-ascorbic_acid	2-O-β-d-glucopyranosyl-l-ascorbic acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:3_-sialyllactose	3'-sialyllactose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:3_sialyllactose	3'sialyllactose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:3_3_-diindolylmethane	3,3'-Diindolylmethane	Food	compound_candidate	2	Bioactive	Bioactive
LLM:3-_4-hydroxyphenyl_-propionic_acid	3-(4-hydroxyphenyl)-propionic acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:7-ketositosterol	7-ketositosterol	Food	compound_candidate	2	Bioactive	Bioactive
LLM:aconitum_carmichaelii_leaf_polysaccharide	Aconitum carmichaelii leaf polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:agrocybe_cylindracea_polysaccharide	Agrocybe cylindracea polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:allium_tenuissimum_polysaccharide	Allium tenuissimum polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:arjunolic_acid	Arjunolic acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:astragalus_membranaceus_polysaccharide	Astragalus membranaceus polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:atractylodes_macrocephala_koidz_polysaccharide	Atractylodes macrocephala Koidz polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:auricularia_auricula_polysaccharide	Auricularia auricula polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:baicalin_and_berberine_hydrochloride	Baicalin and berberine hydrochloride	Food	compound_candidate	2	Bioactive	Bioactive
LLM:bilobalide	Bilobalide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:boletus_aereus_polysaccharide	Boletus aereus polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:coix_seed_polysaccharide	Coix seed polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:coptis_chinensis_polysaccharide_and_berberine_combination	Coptis chinensis polysaccharide and berberine combination	Food	compound_candidate	2	Bioactive	Bioactive
LLM:cordyceps_cicadae_polysaccharide	Cordyceps cicadae polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:cordyceps_cicadae_polysaccharides	Cordyceps cicadae polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:corydalis_saxicola_total_alkaloids	Corydalis saxicola total alkaloids	Food	compound_candidate	2	Bioactive	Bioactive
LLM:crataegus_pinnatifida_polysaccharide	Crataegus pinnatifida polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:d-tagatose	D-tagatose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:dha-enriched_triglyceride	DHA-enriched triglyceride	Food	compound_candidate	2	Bioactive	Bioactive
LLM:dendrobium_huoshanense_polysaccharide	Dendrobium huoshanense polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:enteromorpha_clathrata_polysaccharide	Enteromorpha clathrata polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:eurotium_cristatum_intracellular_polysaccharides	Eurotium cristatum intracellular polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:farrerol	Farrerol	Food	compound_candidate	2	Bioactive	Bioactive
LLM:flammuliana_velutipes_polysaccharide	Flammuliana velutipes polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:flammulina_velutipes_polysaccharide	Flammulina velutipes polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:fructo-oligosaccharide	Fructo-oligosaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:gfgfggf_peptide	GFGFGGF peptide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:glehnia_littoralis_polysaccharides	Glehnia littoralis polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:glycomacropeptide	Glycomacropeptide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:hericium_erinaceus_mycelium-derived_polysaccharide	Hericium erinaceus mycelium-derived polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:hizikia_fusiforme_polysaccharides	Hizikia fusiforme polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:huangshan_floral_mushroom_polysaccharide	Huangshan floral mushroom polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:large_yellow_tea_polysaccharide	Large yellow tea polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:lycium_barbarum_polysaccharides	Lycium barbarum polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:monascus_purpureus_exopolysaccharide	Monascus purpureus exopolysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:ophiopogon_japonicus_polysaccharide	Ophiopogon japonicus polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:panax_ginseng_polysaccharide	Panax ginseng polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:pericarpium_citri_reticulatae_chachiensis_polysaccharide	Pericarpium Citri Reticulatae 'Chachiensis' polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:phellinus_linteus_acidic_polysaccharide	Phellinus linteus acidic polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:polygonatum_cyrtonema_hua_oligosaccharide	Polygonatum Cyrtonema Hua oligosaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:polyguluronate	Polyguluronate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:portulaca_oleracea_polysaccharide	Portulaca oleracea polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:potentilla_anserina_l_flavonoids	Potentilla anserina L. flavonoids	Food	compound_candidate	2	Bioactive	Bioactive
LLM:pyrus_pashia_buch_polysaccharide	Pyrus pashia Buch polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:rehmannia_glutinosa_polysaccharide	Rehmannia glutinosa polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sanghuangporus_polyphenol_extract	Sanghuangporus polyphenol extract	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sargassum_horneri_polysaccharide	Sargassum horneri polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:schisandra_chinensis_pectin_polysaccharide	Schisandra chinensis pectin polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:scorias_spongiosa_polysaccharide	Scorias spongiosa polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sporisorium_reilianum_polysaccharides	Sporisorium reilianum polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:tetrastigma_hemsleyanum_polysaccharide	Tetrastigma hemsleyanum polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:tetrastigma_hemsleyanum_polysaccharides	Tetrastigma hemsleyanum polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:total_flavonoids_from_sea_buckthorn_leaves	Total Flavonoids from Sea Buckthorn Leaves	Food	compound_candidate	2	Bioactive	Bioactive
LLM:triptolide	Triptolide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:ulva_lactuca_polysaccharide	Ulva lactuca polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:zingiber_officinale_polysaccharide	Zingiber officinale polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:abalone_viscera_collagen_peptide	abalone viscera collagen peptide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:alpha-ketoglutarate	alpha-ketoglutarate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:alpha-tocopherol	alpha-tocopherol	Food	compound_candidate	2	Bioactive	Bioactive
LLM:berberine_hydrochloride	berberine hydrochloride	Food	compound_candidate	2	Bioactive	Bioactive
LLM:bergamot_polysaccharide	bergamot polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:blackened_jujube_polysaccharide-zn_complex	blackened jujube polysaccharide-Zn complex	Food	compound_candidate	2	Bioactive	Bioactive
LLM:branched-chain_amino_acids	branched-chain amino acids	Food	compound_candidate	2	Bioactive	Bioactive
LLM:carboxymethylated_beta-glucan	carboxymethylated β-glucan	Food	compound_candidate	2	Bioactive	Bioactive
LLM:carvacrol_and_thymol	carvacrol and thymol	Food	compound_candidate	2	Bioactive	Bioactive
LLM:chestnut_nonstarch_polysaccharide	chestnut nonstarch polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:cyanidin-3-o-glucoside	cyanidin-3-O-glucoside	Food	compound_candidate	2	Bioactive	Bioactive
LLM:dandelion_root_polysaccharide	dandelion root polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:dandelion_root_polysaccharides	dandelion root polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:epigallocatechin-3-gallate	epigallocatechin-3-gallate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:fish_collagen_peptide	fish collagen peptide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:ginseng_polysaccharide	ginseng polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:green_tea_polyphenols	green tea polyphenols	Food	compound_candidate	2	Bioactive	Bioactive
LLM:heparan_sulfate	heparan sulfate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:hyocholic_acid	hyocholic acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:jellyfish_skin_polysaccharide	jellyfish skin polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:l-arabinose	l-arabinose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:lactic_acid_bacteria	lactic acid bacteria	Food	compound_candidate	2	Bioactive	Microbe
LLM:lily_polysaccharides	lily polysaccharides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:mung_bean_peptides	mung bean peptides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:n-3_polyunsaturated_fatty_acid_formulation	n-3 polyunsaturated fatty acid formulation	Food	compound_candidate	2	Bioactive	keep
LLM:non-extractable_polyphenols-rich_fraction	non-extractable polyphenols-rich fraction	Food	compound_candidate	2	Bioactive	Bioactive
LLM:oligofructose	oligofructose	Food	compound_candidate	2	Bioactive	Bioactive
LLM:ovotransferrin-derived_peptide_iqw	ovotransferrin-derived peptide IQW	Food	compound_candidate	2	Bioactive	Bioactive
LLM:pacific_abalone_sulfated_polysaccharide	pacific abalone sulfated polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:palmitoleic_acid	palmitoleic acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:poly-d-3-hydroxybutyric_acid	poly-D-3-hydroxybutyric acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:quinoa_peptide_tpgaff	quinoa peptide TPGAFF	Food	compound_candidate	2	Bioactive	Bioactive
LLM:ramulus_mori_polysaccharide-plga_nanoparticles	ramulus mori polysaccharide-PLGA nanoparticles	Food	compound_candidate	2	Bioactive	Bioactive
LLM:rice_protein_peptides	rice protein peptides	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sea_buckthorn_pericarp_polysaccharide	sea buckthorn pericarp polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sea_buckthorn_polysaccharide	sea buckthorn polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sedanolide	sedanolide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:selenium-containing_tea_polysaccharide	selenium-containing tea polysaccharide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:sodium_propionate	sodium propionate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:stigmasterol	stigmasterol	Food	compound_candidate	2	Bioactive	Bioactive
LLM:syringic_acid	syringic acid	Food	compound_candidate	2	Bioactive	Bioactive
LLM:thiol-modified_hyaluronic_acid_hydrogel	thiol-modified hyaluronic acid hydrogel	Food	compound_candidate	2	Bioactive	Bioactive
LLM:tuna_bioactive_peptide	tuna bioactive peptide	Food	compound_candidate	2	Bioactive	Bioactive
LLM:uromyrtoside	uromyrtoside	Food	compound_candidate	2	Bioactive	Bioactive
LLM:wampee_polyphenol_extract	wampee polyphenol extract	Food	compound_candidate	2	Bioactive	Bioactive
LLM:whey_protein_isolate-tremella_fuciformis_polysaccharides_emulsion	whey protein isolate-Tremella fuciformis polysaccharides emulsion	Food	compound_candidate	2	Bioactive	Bioactive
LLM:zinc_hyaluronate	zinc hyaluronate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:alpha-lactalbumin_hydrolysate	α-lactalbumin hydrolysate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:beta-hydroxybutyrate	β-Hydroxybutyrate	Food	compound_candidate	2	Bioactive	Bioactive
LLM:beta-arbutin	β-arbutin	Food	compound_candidate	2	Bioactive	Bioactive
LLM:antioxidant_diet	Antioxidant diet	Food	dietary_pattern	2	keep	keep
LLM:crohn_s_disease_exclusion_diet_plus_partial_enteral_nutrition	Crohn's Disease Exclusion Diet plus partial enteral nutrition	Food	dietary_pattern	2	keep	keep
LLM:mediterranean_diet_fat_blend	Mediterranean diet fat blend	Food	dietary_pattern	2	keep	keep
LLM:tasty_healthy_diet	Tasty&Healthy diet	Food	dietary_pattern	2	keep	keep
LLM:uc_exclusion_diet	UC Exclusion Diet	Food	dietary_pattern	2	keep	keep
LLM:fiber-free_diet	fiber-free diet	Food	dietary_pattern	2	keep	keep
LLM:fiber-rich_diet	fiber-rich diet	Food	dietary_pattern	2	keep	keep
LLM:gluten-free_diet	gluten-free diet	Food	dietary_pattern	2	keep	keep
LLM:grain-based_chow_diet	grain-based chow diet	Food	dietary_pattern	2	keep	keep
LLM:high_sucrose_diet	high sucrose diet	Food	dietary_pattern	2	keep	keep
LLM:high_sugar_diet	high sugar diet	Food	dietary_pattern	2	keep	keep
LLM:high-fat_diet_with_sugar-sweetened_beverages	high-fat diet with sugar-sweetened beverages	Food	dietary_pattern	2	keep	keep
LLM:high-fructose_diet	high-fructose diet	Food	dietary_pattern	2	keep	keep
LLM:intermittent_ketogenic_diet	intermittent ketogenic diet	Food	dietary_pattern	2	keep	keep
LLM:multi-fibre_mix_diet	multi-fibre mix diet	Food	dietary_pattern	2	keep	keep
LLM:non-autoclaved_diet	non-autoclaved diet	Food	dietary_pattern	2	keep	keep
LLM:plant-based_diet	plant-based diet	Food	dietary_pattern	2	keep	keep
LLM:purified_diet	purified diet	Food	dietary_pattern	2	keep	keep
LLM:vegetarian_diet	vegetarian diet	Food	dietary_pattern	2	keep	keep
LLM:bacillus_coagulans_bc198	Bacillus coagulans BC198	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bacillus_licheniformis_mcc2514	Bacillus licheniformis MCC2514	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bacteroides_dorei_bdx-01	Bacteroides dorei BDX-01	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bacteroides_fragilis_outer_membrane_vesicles	Bacteroides fragilis outer membrane vesicles	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:bacteroides_fragilis_strain_zy-312	Bacteroides fragilis strain ZY-312	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bacteroides_fragilis_vesicles	Bacteroides fragilis vesicles	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:bifidobacterium_animalis_subsp_lactis	Bifidobacterium animalis subsp. lactis	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_bifidum_bgn4-sk	Bifidobacterium bifidum BGN4-SK	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_bifidum_mimbb75	Bifidobacterium bifidum MIMBb75	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_breve_ncim5671	Bifidobacterium breve NCIM5671	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_infantis_and_xylooligosaccharide	Bifidobacterium infantis and xylooligosaccharide	Food	high_confidence_microbe	1	Microbe	keep
LLM:bifidobacterium_lactis	Bifidobacterium lactis	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_lactis_bl-99	Bifidobacterium lactis BL-99	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_longum_bb536	Bifidobacterium longum BB536	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_longum_nsp001-derived_extracellular_vesicles	Bifidobacterium longum NSP001-derived extracellular vesicles	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:bifidobacterium_longum_olp-01	Bifidobacterium longum OLP-01	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:bifidobacterium_spp	Bifidobacterium spp.	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:christensenellaceae_minuta_probiotic	Christensenellaceae minuta probiotic	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:clostridium_butyricum_gkb7	Clostridium butyricum GKB7	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:clostridium_butyricum_and_chitooligosaccharides	Clostridium butyricum and chitooligosaccharides	Food	high_confidence_microbe	1	Microbe	keep
LLM:clostridium_butyricum_extracellular_vesicle	Clostridium butyricum extracellular vesicle	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:enterobacteriaceae_coli_ecn_1917	Enterobacteriaceae coli ECN 1917	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_acidophilus_c4	Lactobacillus acidophilus C4	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_acidophilus_klds_1_0901	Lactobacillus acidophilus KLDS 1.0901	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_acidophilus_ncfm	Lactobacillus acidophilus NCFM	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_acidophilus_pin7_paraprobiotic	Lactobacillus acidophilus PIN7 paraprobiotic	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_acidophilus_xy27	Lactobacillus acidophilus XY27	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_brevis	Lactobacillus brevis	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_brevis_02	Lactobacillus brevis 02	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_brevis_polyphosphate	Lactobacillus brevis polyphosphate	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_casei_atcc_393	Lactobacillus casei ATCC 393	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_casei_atcc_393_metabolites	Lactobacillus casei ATCC 393 metabolites	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_casei_dg	Lactobacillus casei DG	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_casei_strain_shirota	Lactobacillus casei Strain Shirota	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_delbrueckii_yn1	Lactobacillus delbrueckii YN1	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_delbrueckii_subsp_bulgaricus_b3	Lactobacillus delbrueckii subsp. Bulgaricus B3	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_fermentum_f-b9-1_metabolites	Lactobacillus fermentum F-B9-1 metabolites	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_fermentum_kbl374	Lactobacillus fermentum KBL374	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_fermentum_zs40	Lactobacillus fermentum ZS40	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_gasseri_p12_fermentation_supernatant	Lactobacillus gasseri P12 fermentation supernatant	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_helveticus_klds_1_8701	Lactobacillus helveticus KLDS 1.8701	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_helveticus_exopolysaccharide	Lactobacillus helveticus exopolysaccharide	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_jensenii_tl2937	Lactobacillus jensenii TL2937	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_johnsonii_culture_supernatant	Lactobacillus johnsonii culture supernatant	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_paracasei_ijh-sone68_exopolysaccharide	Lactobacillus paracasei IJH-SONE68 exopolysaccharide	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_paracasei_jy062_exopolysaccharide	Lactobacillus paracasei JY062 exopolysaccharide	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_paracasei_jlus66	Lactobacillus paracasei Jlus66	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_paracasei_n1115	Lactobacillus paracasei N1115	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_pentosus_a14-6	Lactobacillus pentosus A14-6	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_pentosus_a14-6_with_xylooligosaccharide	Lactobacillus pentosus A14-6 with xylooligosaccharide	Food	high_confidence_microbe	1	Microbe	keep
LLM:lactobacillus_pentosus_cmy46	Lactobacillus pentosus CMY46	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_pentosus_cmy46_with_galactooligosaccharide	Lactobacillus pentosus CMY46 with galactooligosaccharide	Food	high_confidence_microbe	1	Microbe	keep
LLM:lactobacillus_plantarum_03	Lactobacillus plantarum 03	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_06	Lactobacillus plantarum 06	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_06cc2	Lactobacillus plantarum 06CC2	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_cbt_lp3	Lactobacillus plantarum CBT LP3	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_ccfm8610	Lactobacillus plantarum CCFM8610	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_klds_1_0318	Lactobacillus plantarum KLDS 1.0318	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_kimate-f	Lactobacillus plantarum Kimate-F	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_l15	Lactobacillus plantarum L15	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_ms1	Lactobacillus plantarum MS1	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_n13	Lactobacillus plantarum N13	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_ss18-50	Lactobacillus plantarum SS18-50	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_tennozu-su2	Lactobacillus plantarum Tennozu-SU2	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_ys3	Lactobacillus plantarum YS3	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_zs62	Lactobacillus plantarum ZS62	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_plantarum_with_lignin	Lactobacillus plantarum with lignin	Food	high_confidence_microbe	1	Microbe	keep
LLM:lactobacillus_reuteri_f-9-35	Lactobacillus reuteri F-9-35	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_reuteri_postbiotics	Lactobacillus reuteri postbiotics	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_rhamnosus_01	Lactobacillus rhamnosus 01	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_rhamnosus_cy12	Lactobacillus rhamnosus CY12	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_rhamnosus_gg_extracellular_vesicles	Lactobacillus rhamnosus GG extracellular vesicles	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:lactobacillus_rhamnosus_lgg_mpn_l	Lactobacillus rhamnosus LGG (MPN@L)	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_rhamnosus_strain_ldtm_7511	Lactobacillus rhamnosus strain LDTM 7511	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactobacillus_rhamnosus_with_inulin	Lactobacillus rhamnosus with inulin	Food	high_confidence_microbe	1	Microbe	keep
LLM:lactobacillus_spp	Lactobacillus spp.	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactococcus_lactis_ll-sc-c2a2	Lactococcus lactis LL-SC-C2A2	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:lactococcus_lactis_ml2018	Lactococcus lactis ML2018	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:latilactobacillus_curvatus_dcf0620	Latilactobacillus curvatus DCF0620	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:parabacteroides_distasonis-derived_extracellular_vesicles	Parabacteroides distasonis-derived extracellular vesicles	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:pediococcus_acidilactici_wnym01	Pediococcus acidilactici WNYM01	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:pediococcus_acidilactici_wnym02	Pediococcus acidilactici WNYM02	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:saccharomyces_boulardii_cncm_i-745	Saccharomyces boulardii CNCM I-745	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:saccharomyces_boulardii_cell-free_supernatant	Saccharomyces boulardii cell-free supernatant	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:saccharomyces_boulardii_heat-inactivated_cells	Saccharomyces boulardii heat-inactivated cells	Food	high_confidence_microbe	1	Microbe	Microbe
LLM:saccharomyces_boulardii_beta-glucan	Saccharomyces boulardii β-glucan	Food	high_confidence_microbe	1	Microbe	Bioactive
LLM:clostridioides_difficile_colitis	Clostridioides difficile colitis	IBD_Outcome	high_confidence_microbe	1	Microbe	IBD_Outcome
LLM:clostridioides_difficile_infection	Clostridioides difficile infection	IBD_Outcome	high_confidence_microbe	1	Microbe	IBD_Outcome
LLM:salmonella_typhimurium_infection	Salmonella typhimurium infection	IBD_Outcome	high_confidence_microbe	1	Microbe	IBD_Outcome
LLM:1h-indole-3-carboxaldehyde	1H-Indole-3-carboxaldehyde	Bioactive	medium_microbe	1	Microbe	Bioactive
LLM:il-10	IL-10	Bioactive	medium_microbe	1	Microbe	Bioactive
LLM:il-22	IL-22	Bioactive	medium_microbe	1	Microbe	Bioactive
LLM:il-4	IL-4	Bioactive	medium_microbe	1	Microbe	Bioactive
LLM:anti-inflammatory_il-10	anti-inflammatory IL-10	Bioactive	medium_microbe	1	Microbe	Bioactive
LLM:2_-fl	2'-FL	Food	medium_microbe	1	Microbe	Bioactive
LLM:ain93g_diet	AIN93G diet	Food	medium_microbe	1	Microbe	keep
LLM:akkermansia_muciniphila_fermented_metabolites	Akkermansia muciniphila fermented metabolites	Food	medium_microbe	1	Microbe	Bioactive
LLM:bio-25_probiotic	BIO-25 probiotic	Food	medium_microbe	1	Microbe	keep
LLM:bleps-1	BLEPS-1	Food	medium_microbe	1	Microbe	keep
