id	label	type
LLM:high_fat_diet	high fat diet	Food
LLM:high_fiber_diet	high fiber diet	Food
LLM:high_fodmap_diet	high FODMAP diet	Food
LLM:high_fructose_diet	high fructose diet	Food
LLM:high_molecular_weight_hyaluronic_acid	high molecular weight hyaluronic acid	Bioactive
LLM:high_salt_diet	high salt diet	Food
LLM:high_sucrose_diet	high sucrose diet	Food
LLM:high_sugar	high sugar	Food
LLM:high_sugar_diet	high sugar diet	Food
LLM:high_tryptophan_diet	high tryptophan diet	Food
LLM:hippurate	hippurate	Bioactive
LLM:hippuric_acid	hippuric acid	Bioactive
LLM:hirschsprung_s_disease	Hirschsprung's disease	IBD_Outcome
LLM:hirsutella_sinensis_mannoglucan	Hirsutella sinensis mannoglucan	Food
LLM:histidine	histidine	Bioactive
LLM:hizikia_fusiforme_polysaccharides	Hizikia fusiforme polysaccharides	Bioactive
LLM:holothuria_leucospilota_polysaccharide	Holothuria leucospilota polysaccharide	Bioactive
LLM:honey-processed_astragalus_polysaccharide	honey-processed Astragalus polysaccharide	Bioactive
LLM:honey_polyphenols	honey polyphenols	Bioactive
LLM:honeysuckle-derived_nanovesicles	honeysuckle-derived nanovesicles	Food
LLM:honeysuckle_mir2911	honeysuckle MIR2911	Bioactive
LLM:hongmeiren_citrus_polysaccharide	Hongmeiren citrus polysaccharide	Bioactive
LLM:honokiol	honokiol	Bioactive
LLM:hot_drinking_water	hot drinking water	Food
LLM:houttuynia_cordata_polysaccharides	Houttuynia cordata polysaccharides	Bioactive
LLM:houttuyniae_herba	Houttuyniae Herba	Food
LLM:huang-qin_decoction	Huang-qin decoction	Food
LLM:huang_lian_jie_du_decoction	Huang Lian Jie Du decoction	Food
LLM:huanglian_ejiao_decoction	Huanglian Ejiao Decoction	Food
LLM:huangqin_decoction	Huangqin decoction	Food
LLM:huangshan_floral_mushroom_polysaccharide	Huangshan floral mushroom polysaccharide	Bioactive
LLM:hudichangrong_capsule	HuDiChangRong capsule	Food
LLM:hulless_barley_grass_phenolic_extract	hulless barley grass phenolic extract	Food
LLM:human_defensin-5	human defensin-5	Food
LLM:human_gut_bacteria	human gut bacteria	Microbe
LLM:human_gut_microbiota	human gut microbiota	Microbe
LLM:human_microbiota	human microbiota	Microbe
LLM:human_milk_oligosaccharides	human milk oligosaccharides	Food
LLM:human_milk_oxylipins	human milk oxylipins	Food
LLM:human_muc2	human MUC2	Food
LLM:human_umbilical_cord-derived_mesenchymal_stem_cells	human umbilical cord-derived mesenchymal stem cells	Food
LLM:humic_acids	Humic acids	Bioactive
LLM:hungateiclostridium	Hungateiclostridium	Microbe
LLM:hungatella_hathewayi	Hungatella hathewayi	Microbe
LLM:huoxiang_zhengqi	Huoxiang Zhengqi	Food
LLM:hyaluronic_acid-astaxanthin_nanoparticles	hyaluronic acid-astaxanthin nanoparticles	Bioactive
LLM:hyaluronic_acid-bilirubin_nanomedicine	hyaluronic acid-bilirubin nanomedicine	Bioactive
LLM:hyaluronic_acid-melatonin_nanoparticles	Hyaluronic acid-melatonin nanoparticles	Bioactive
LLM:hydrogen-rich_water	hydrogen-rich water	Food
LLM:hydrogen_peroxide	hydrogen peroxide	Bioactive
LLM:hydrogen_sulfide_production	hydrogen sulfide production	IBD_Outcome
LLM:hydrolyzed_protein_diet	hydrolyzed protein diet	Food
LLM:hydromorphone	hydromorphone	Food
LLM:hydroxyethyl_starch-curcumin_nanoparticles	hydroxyethyl starch-curcumin nanoparticles	Food
LLM:hydroxysafflor_yellow_a	Hydroxysafflor yellow A	Food
LLM:hydroxytyrosol	hydroxytyrosol	Bioactive
LLM:hydroxytyrosyl_acetate	hydroxytyrosyl acetate	Bioactive
LLM:hylocereus_polyrhizus_flesh_ethanolic_extract	Hylocereus polyrhizus flesh ethanolic extract	Food
LLM:hyocholic_acid	hyocholic acid	Bioactive
LLM:hyodeoxycholic_acid	hyodeoxycholic acid	Bioactive
LLM:hypecoum_leptocarpum_polysaccharide	Hypecoum leptocarpum polysaccharide	Bioactive
LLM:hyperbaric_oxygen_therapy	Hyperbaric oxygen therapy	Food
LLM:hyperoside	Hyperoside	Bioactive
LLM:hyphomicrobiales	Hyphomicrobiales	Microbe
LLM:hypoxanthine	hypoxanthine	Bioactive
LLM:ibd-associated_anxiety	IBD-associated anxiety	IBD_Outcome
LLM:ibd-associated_arthritis	IBD-associated arthritis	IBD_Outcome
LLM:ibd-associated_cachexia	IBD-associated cachexia	IBD_Outcome
LLM:ibd-associated_depression	IBD-associated depression	IBD_Outcome
LLM:ibd-maid_diet	IBD-MAID diet	Food
LLM:ibd-related_pathogenic_bacteria	IBD-related pathogenic bacteria	Microbe
LLM:ibs_without_constipation	IBS without constipation	IBD_Outcome
LLM:icariin	Icariin	Food
LLM:il-10	IL-10	Bioactive
LLM:il-22	IL-22	Bioactive
LLM:il-4	IL-4	Bioactive
LLM:ileal_crohn_s_disease	ileal Crohn's disease	IBD_Outcome
LLM:ileal_pouchitis	ileal pouchitis	IBD_Outcome
LLM:ileibacterium	Ileibacterium	Microbe
LLM:ileitis	ileitis	IBD_Outcome
LLM:ileocolitis	ileocolitis	IBD_Outcome
LLM:ileocolonic_crohn_s_disease	ileocolonic Crohn's disease	IBD_Outcome
LLM:ilicifolius_acid_a	Ilicifolius acid A	Bioactive
LLM:immune-mediated_colitis	immune-mediated colitis	IBD_Outcome
LLM:immune_checkpoint_inhibitor_colitis	immune checkpoint inhibitor colitis	IBD_Outcome
LLM:immunogenic_gluten_degradation_metabolites	immunogenic gluten degradation metabolites	Bioactive
LLM:immunoglobulin_a	immunoglobulin A	Bioactive
LLM:immunotherapy-related_colitis	immunotherapy-related colitis	IBD_Outcome
LLM:inactivated_akkermansia_muciniphila_akk_probio	inactivated Akkermansia muciniphila AKK PROBIO	Food
LLM:indigo	indigo	Food
LLM:indigo_naturalis	Indigo Naturalis	Food
LLM:indirubin	indirubin	Food
LLM:indol-3-carbinol	indol-3-carbinol	Bioactive
LLM:indole-3-acetamide	indole-3-acetamide	Bioactive
LLM:indole-3-acetic_acid	indole-3-acetic acid	Bioactive
LLM:indole-3-aldehyde	indole-3-aldehyde	Bioactive
LLM:indole-3-carbinol	indole-3-carbinol	Bioactive
LLM:indole-3-carbinole	indole-3-carbinole	Food
LLM:indole-3-carboxaldehyde	indole-3-carboxaldehyde	Bioactive
LLM:indole-3-lactate	indole-3-lactate	Bioactive
LLM:indole-3-lactic_acid	indole-3-lactic acid	Bioactive
LLM:indole-3-propionate	indole-3-propionate	Bioactive
LLM:indole-3-propionic_acid	indole-3-propionic acid	Bioactive
LLM:indole_acetamide	indole acetamide	Bioactive
LLM:indole_acetic_acid	indole acetic acid	Bioactive
LLM:indole_compounds	indole compounds	Bioactive
LLM:indole_derivatives	indole derivatives	Bioactive
LLM:indole_lactic_acid	indole lactic acid	Bioactive
LLM:indole_lactic_acid_producing_escherichia_coli_nissle_1917	indole lactic acid producing Escherichia coli Nissle 1917	Microbe
LLM:indole_metabolite	indole metabolite	Bioactive
LLM:indole_propionate-producing_bacteria	indole propionate-producing bacteria	Microbe
LLM:indole_propionic_acid	indole propionic acid	Bioactive
LLM:indoleacrylic_acid	indoleacrylic acid	Bioactive
LLM:indolimines	indolimines	Bioactive
LLM:indomethacin	indomethacin	Food
LLM:inecalcitol	inecalcitol	Bioactive
LLM:infectious_colitis	infectious colitis	IBD_Outcome
LLM:inflammation	inflammation	IBD_Outcome
LLM:inflammation-related_microbes	inflammation-related microbes	Microbe
LLM:inflammatory_bowel_disease_anemia	inflammatory bowel disease anemia	IBD_Outcome
LLM:inflammatory_bowel_disease_relapse	inflammatory bowel disease relapse	IBD_Outcome
LLM:inflammatory_bowel_disease_with_clostridioides_difficile_infection	inflammatory bowel disease with Clostridioides difficile infection	IBD_Outcome
LLM:inflammatory_bowel_disease_with_depression	inflammatory bowel disease with depression	IBD_Outcome
LLM:inflammatory_bowel_disease_with_extraintestinal_manifestations	inflammatory bowel disease with extraintestinal manifestations	IBD_Outcome
LLM:inflammatory_bowel_disease_with_non-alcoholic_fatty_liver_disease	inflammatory bowel disease with non-alcoholic fatty liver disease	IBD_Outcome
LLM:inflammatory_bowel_disease_with_primary_sclerosing_cholangitis	inflammatory bowel disease with primary sclerosing cholangitis	IBD_Outcome
LLM:inflammatory_diarrhea	inflammatory diarrhea	IBD_Outcome
LLM:infliximab_combined_with_mesalazine	infliximab combined with mesalazine	Food
LLM:inonotus_obliquus_polysaccharide	Inonotus obliquus polysaccharide	Bioactive
LLM:inosine	inosine	Food
LLM:inositol_phosphate	inositol phosphate	Bioactive
LLM:insoluble_dietary_fiber_from_adzuki_bean_seed_coat	insoluble dietary fiber from adzuki bean seed coat	Food
LLM:insufficient_sleep	insufficient sleep	IBD_Outcome
LLM:insulin	insulin	Food
LLM:interleukin-10	interleukin-10	Bioactive
LLM:interleukin_10	interleukin 10	Bioactive
LLM:intermittent_fasting	intermittent fasting	Food
LLM:intermittent_ketogenic_diet	intermittent ketogenic diet	Food
LLM:intestinal_alkaline_phosphatase	intestinal alkaline phosphatase	Food
LLM:intestinal_barrier_damage	intestinal barrier damage	IBD_Outcome
LLM:intestinal_barrier_dysfunction	intestinal barrier dysfunction	IBD_Outcome
LLM:intestinal_barrier_function	intestinal barrier function	IBD_Outcome
LLM:intestinal_barrier_integrity	intestinal barrier integrity	IBD_Outcome
LLM:intestinal_barrier_repair	intestinal barrier repair	IBD_Outcome
LLM:intestinal_behçet_s_disease	intestinal Behçet's disease	IBD_Outcome
LLM:intestinal_damage	intestinal damage	IBD_Outcome
LLM:intestinal_dysbiosis	intestinal dysbiosis	IBD_Outcome
LLM:intestinal_fibrosis	intestinal fibrosis	IBD_Outcome
LLM:intestinal_flora	intestinal flora	Microbe
LLM:intestinal_histopathological_damage	intestinal histopathological damage	IBD_Outcome
LLM:intestinal_homeostasis	intestinal homeostasis	IBD_Outcome
LLM:intestinal_immune_homeostasis	intestinal immune homeostasis	IBD_Outcome
LLM:intestinal_inflammation	intestinal inflammation	IBD_Outcome
LLM:intestinal_injury	intestinal injury	IBD_Outcome
LLM:intestinal_mesenchymal_stromal_cells	intestinal mesenchymal stromal cells	Food
LLM:intestinal_microbes	intestinal microbes	Microbe
LLM:intestinal_microbiota	intestinal microbiota	Microbe
LLM:intestinal_mucosal_damage	intestinal mucosal damage	IBD_Outcome
LLM:intestinal_permeability	intestinal permeability	IBD_Outcome
LLM:intestinal_permeability_dysfunction	intestinal permeability dysfunction	IBD_Outcome
LLM:intestinal_polyp_development	intestinal polyp development	IBD_Outcome
LLM:intestinal_probiotics	intestinal probiotics	Microbe
LLM:intestinal_probiotics_or_harmless_bacteria	intestinal probiotics or harmless bacteria	Microbe
LLM:intestinal_regeneration-associated_microbiota	intestinal regeneration-associated microbiota	Microbe
LLM:intestinal_tuberculosis	intestinal tuberculosis	IBD_Outcome
LLM:intestinibacter_bartlettii	Intestinibacter bartlettii	Microbe
LLM:intestinimonas	Intestinimonas	Microbe
LLM:inulin-type_fructans	inulin-type fructans	Food
LLM:inulin-type_fructans_enriched_exclusive_enteral_nutrition	Inulin-type fructans enriched exclusive enteral nutrition	Food
LLM:inulin_fiber	inulin fiber	Food
LLM:inulin_fibre	inulin fibre	Food
LLM:inulin_hydrogel	inulin hydrogel	Food
LLM:inulin_supplementation	inulin supplementation	Food
LLM:iqw_peptide	IQW peptide	Bioactive
LLM:irisin	Irisin	Food
LLM:iron-deficient_diet	iron-deficient diet	Food
LLM:iron-supplemented_diet	iron-supplemented diet	Food
LLM:iron_supplementation	iron supplementation	Food
LLM:irritable_bowel_syndrome	irritable bowel syndrome	IBD_Outcome
LLM:irritable_bowel_syndrome_constipation	irritable bowel syndrome constipation	IBD_Outcome
LLM:irritable_bowel_syndrome_diarrhea	irritable bowel syndrome diarrhea	IBD_Outcome
LLM:irritable_bowel_syndrome_with_diarrhea	irritable bowel syndrome with diarrhea	IBD_Outcome
LLM:irw	IRW	Food
LLM:irw_peptide	IRW peptide	Bioactive
LLM:ishige_okamurae_polysaccharide	Ishige Okamurae polysaccharide	Bioactive
LLM:isoalantolactone	isoalantolactone	Food
LLM:isoallolithocholic_acid	isoallolithocholic acid	Bioactive
LLM:isobutyrate	isobutyrate	Bioactive
LLM:isobutyrate-producing_bacteria	isobutyrate-producing bacteria	Microbe
LLM:isobutyric_acid	isobutyric acid	Bioactive
LLM:isocaproate	isocaproate	Bioactive
LLM:isoflavones	isoflavones	Bioactive
LLM:isolithocholic_acid	isolithocholic acid	Bioactive
LLM:isomalto-oligosaccharides	isomalto-oligosaccharides	Food
LLM:isomaltodextrin	isomaltodextrin	Food
LLM:isomaltooligosaccharide	isomaltooligosaccharide	Bioactive
LLM:isomaltooligosaccharides	isomaltooligosaccharides	Bioactive
LLM:isomaltulose	isomaltulose	Bioactive
LLM:isoorientin	isoorientin	Food
LLM:isopentenyladenine	isopentenyladenine	Bioactive
LLM:isoquercetin	isoquercetin	Bioactive
LLM:isoquercitrin	isoquercitrin	Bioactive
LLM:isorhamnetin-3-o-glucoside	Isorhamnetin-3-O-glucoside	Bioactive
LLM:isosinensetin	isosinensetin	Food
LLM:isovalerate	isovalerate	IBD_Outcome
LLM:isovaleric_acid	isovaleric acid	Bioactive
LLM:isovanillic_acid	isovanillic acid	Bioactive
LLM:isovitexin	isovitexin	Food
LLM:isoxanthohumol	isoxanthohumol	Bioactive
LLM:itaconic_acid	itaconic acid	Bioactive
LLM:ixeris_chinensis_arabinogalactan	Ixeris chinensis arabinogalactan	Food
LLM:jasonia_glutinosa_extract	Jasonia glutinosa extract	Food
LLM:jatrorrhizine	jatrorrhizine	Food
LLM:jellyfish_skin_polysaccharide	jellyfish skin polysaccharide	Bioactive
LLM:jeotgalicoccus	Jeotgalicoccus	Microbe
LLM:jiawei_gegen_qinlian_decoction_main_active_components	Jiawei Gegen Qinlian decoction main active components	Food
LLM:jinhua_white_tea	Jinhua white tea	Food
LLM:juglone	Juglone	Food
LLM:jujube_powder_and_faecalibacterium_prausnitzii_synbiotic	jujube powder and Faecalibacterium prausnitzii synbiotic	Food
LLM:kaempferol-3-o-rutinoside	kaempferol-3-O-rutinoside	Bioactive
LLM:kaji-ichigoside_f1	Kaji-ichigoside F1	Food
LLM:kappa-selenocarrageenan_oligosaccharides	κ-selenocarrageenan oligosaccharides	Bioactive
LLM:keemun_black_tea	Keemun black tea	Food
LLM:kefir_fermented_milk_beverage	kefir fermented milk beverage	Food
LLM:kefir_supernatant	kefir supernatant	Food
LLM:ketogenic_diet	ketogenic diet	Food
LLM:ketone_ester	ketone ester	Food
LLM:kineothrix_alysoides	Kineothrix alysoides	Microbe
LLM:kiwifruit_polyphenol_extract	kiwifruit polyphenol extract	Bioactive
LLM:kiwifruit_polysaccharide	kiwifruit polysaccharide	Bioactive
LLM:klebsiella_oxytoca	Klebsiella oxytoca	Microbe
LLM:klebsiella_phage	Klebsiella phage	Microbe
LLM:klebsiella_pneumoniae	Klebsiella pneumoniae	Microbe
LLM:kluyveromyces_marxianus	Kluyveromyces marxianus	Microbe
LLM:kluyveromyces_marxianus_a4	Kluyveromyces marxianus A4	Food
LLM:kocuria	Kocuria	Microbe
LLM:konjac_glucomannan	konjac glucomannan	Food
LLM:konjac_glucomannan-curcumin_complex	konjac glucomannan-curcumin complex	Food
LLM:konjac_oligosaccharides	konjac oligosaccharides	Bioactive
LLM:kratom_leaf_extract	kratom leaf extract	Food
LLM:krill_oil	krill oil	Food
LLM:kui-jie-ling_capsule	Kui-Jie-Ling capsule	Food
LLM:kynurenic_acid	Kynurenic acid	Bioactive
LLM:kynurenine	kynurenine	Bioactive
LLM:l-arabinose	l-arabinose	Bioactive
LLM:l-arginine	L-arginine	Bioactive
LLM:l-citrulline_enriched_fermented_milk_with_lactobacillus_helveticus	L-citrulline enriched fermented milk with Lactobacillus helveticus	Food
LLM:l-fucose	L-fucose	Bioactive
LLM:l-isoleucine	l-isoleucine	Food
LLM:l-theanine	l-theanine	Food
LLM:l13_pectin	L13 pectin	Food
LLM:l_helveticus_fermented_milk	L. helveticus fermented milk	Food
LLM:labdiet_5053	LabDiet 5053	Food
LLM:lachnoclostridium	Lachnoclostridium	Microbe
LLM:lachnoclostridium_edouardi	Lachnoclostridium edouardi	Microbe
LLM:lachnospira_sp000436475	Lachnospira sp000436475	Microbe
LLM:lachnospiracea_incertae_sedis	Lachnospiracea incertae sedis	Microbe
LLM:lachnospiraceae-ucg-001	Lachnospiraceae-UCG-001	Microbe
LLM:lachnospiraceae_bacterium	Lachnospiraceae bacterium	Microbe
LLM:lachnospiraceae_bacterium_coe1	Lachnospiraceae bacterium COE1	Microbe
LLM:lachnospiraceae_nk4a136	Lachnospiraceae_NK4A136	Microbe
LLM:lachnospiraceae_nk4a136_group	Lachnospiraceae_NK4A136_group	Microbe
LLM:lachnospiraceae_ucg-006	Lachnospiraceae_UCG-006	Microbe
LLM:lacidophilin_tablets	lacidophilin tablets	Food
LLM:lactate	lactate	Bioactive
LLM:lactate-producing_bacteria	lactate-producing bacteria	Microbe
LLM:lactate-utilizing_bacteria	lactate-utilizing bacteria	Food
LLM:lactic_acid	lactic acid	Bioactive
LLM:lactic_acid_bacteria	lactic acid bacteria	Microbe
LLM:lacticaseibacillus_casei	Lacticaseibacillus casei	Microbe
LLM:lacticaseibacillus_casei_ib1	Lacticaseibacillus casei IB1	Food
LLM:lacticaseibacillus_paracasei	Lacticaseibacillus paracasei	Microbe
LLM:lacticaseibacillus_paracasei_18	Lacticaseibacillus paracasei 18	Food
LLM:lacticaseibacillus_paracasei_6235	Lacticaseibacillus paracasei 6235	Food
LLM:lacticaseibacillus_paracasei_bncc345679	Lacticaseibacillus paracasei BNCC345679	Microbe
LLM:lacticaseibacillus_paracasei_hy2782	Lacticaseibacillus paracasei HY2782	Microbe
LLM:lacticaseibacillus_paracasei_jy062_postbiotic	Lacticaseibacillus paracasei JY062 postbiotic	Bioactive
LLM:lacticaseibacillus_paracasei_l21	Lacticaseibacillus paracasei L21	Food
LLM:lacticaseibacillus_rhamnosus	Lacticaseibacillus rhamnosus	Microbe
LLM:lacticaseibacillus_rhamnosus_g7	Lacticaseibacillus rhamnosus G7	Food
LLM:lacticaseibacillus_rhamnosus_gg	Lacticaseibacillus rhamnosus GG	Microbe
LLM:lacticaseibacillus_rhamnosus_grx10	Lacticaseibacillus rhamnosus grx10	Food
LLM:lacticaseibacillus_rhamnosus_grx10_postbiotic	Lacticaseibacillus rhamnosus grx10 postbiotic	Food
LLM:lacticaseibacillus_rhamnosus_hao9	Lacticaseibacillus rhamnosus Hao9	Food
LLM:lacticaseibacillus_rhamnosus_lra05	Lacticaseibacillus rhamnosus LRa05	Microbe
LLM:lacticaseibacillus_rhamnosus_ms27	Lacticaseibacillus rhamnosus MS27	Microbe
LLM:lacticaseibacillus_rhamnosus_probio-m9	Lacticaseibacillus rhamnosus Probio-M9	Microbe
LLM:lactiplantibacillus	Lactiplantibacillus	Microbe
LLM:lactiplantibacillus_lr-1_biofilm	Lactiplantibacillus LR-1 biofilm	Microbe
LLM:lactiplantibacillus_plantarum	Lactiplantibacillus plantarum	Microbe
LLM:lactiplantibacillus_plantarum_1201	Lactiplantibacillus plantarum 1201	Food
LLM:lactiplantibacillus_plantarum_as21	Lactiplantibacillus plantarum AS21	Microbe
LLM:lactiplantibacillus_plantarum_bd7807	Lactiplantibacillus plantarum BD7807	Microbe
LLM:lactiplantibacillus_plantarum_bw2013	Lactiplantibacillus plantarum BW2013	Microbe
LLM:lactiplantibacillus_plantarum_cgmcc9513	Lactiplantibacillus plantarum CGMCC9513	Microbe
LLM:lactiplantibacillus_plantarum_d13	Lactiplantibacillus plantarum D13	Food
LLM:lactiplantibacillus_plantarum_dmdl_9010	Lactiplantibacillus plantarum DMDL 9010	Food
LLM:lactiplantibacillus_plantarum_dy-1_heat-inactivated	Lactiplantibacillus plantarum dy-1 heat-inactivated	Food
LLM:lactiplantibacillus_plantarum_fbt215	Lactiplantibacillus plantarum FBT215	Microbe
LLM:lactiplantibacillus_plantarum_fermented_barley	Lactiplantibacillus plantarum fermented barley	Food
LLM:lactiplantibacillus_plantarum_hy7718	Lactiplantibacillus plantarum HY7718	Microbe
LLM:lactiplantibacillus_plantarum_hyy-s10	Lactiplantibacillus plantarum HYY-S10	Microbe
LLM:lactiplantibacillus_plantarum_imc513	Lactiplantibacillus plantarum IMC513	Microbe
LLM:lactiplantibacillus_plantarum_js19-fermented_goat_milk	Lactiplantibacillus plantarum JS19-fermented goat milk	Food
LLM:lactiplantibacillus_plantarum_l15	Lactiplantibacillus plantarum L15	Food
LLM:lactiplantibacillus_plantarum_p16	Lactiplantibacillus plantarum P16	Food
LLM:lactiplantibacillus_plantarum_qs7t	Lactiplantibacillus plantarum QS7T	Microbe
LLM:lactiplantibacillus_plantarum_rw1	Lactiplantibacillus plantarum RW1	Food
LLM:lactiplantibacillus_plantarum_scs2	Lactiplantibacillus plantarum SCS2	Microbe
LLM:lactiplantibacillus_plantarum_sffi23	Lactiplantibacillus plantarum SFFI23	Microbe
LLM:lactiplantibacillus_plantarum_subsp_plantarum_dad-13	Lactiplantibacillus plantarum subsp. plantarum Dad-13	Food
LLM:lactiplantibacillus_plantarum_zj316-fermented_milk	Lactiplantibacillus plantarum ZJ316-fermented milk	Food
LLM:lactiplantibacillus_plantarum_zl1_exopolysaccharide	Lactiplantibacillus plantarum ZL1 exopolysaccharide	Bioactive
LLM:lacto-n-triose_ii	lacto-N-triose II	Food
LLM:lactobacilli	Lactobacilli	Microbe
LLM:lactobacillus_acidophilus	Lactobacillus acidophilus	Microbe
LLM:lactobacillus_acidophilus_and_pediococcus_acidilactici_combination	Lactobacillus acidophilus and Pediococcus acidilactici combination	Food
LLM:lactobacillus_acidophilus_bio5768	Lactobacillus acidophilus BIO5768	Microbe
LLM:lactobacillus_acidophilus_c4	Lactobacillus acidophilus C4	Microbe
LLM:lactobacillus_acidophilus_hscc_la042	Lactobacillus acidophilus HSCC LA042	Microbe
LLM:lactobacillus_acidophilus_huan_kui_le_suspension	Lactobacillus acidophilus + Huan Kui Le suspension	Food
LLM:lactobacillus_acidophilus_kbl402	Lactobacillus acidophilus KBL402	Microbe
LLM:lactobacillus_acidophilus_klds_1_0901	Lactobacillus acidophilus KLDS 1.0901	Microbe
LLM:lactobacillus_acidophilus_la1	Lactobacillus acidophilus LA1	Microbe
LLM:lactobacillus_acidophilus_la85	Lactobacillus acidophilus LA85	Microbe
LLM:lactobacillus_acidophilus_ncfm	Lactobacillus acidophilus NCFM	Microbe
LLM:lactobacillus_acidophilus_pin7_paraprobiotic	Lactobacillus acidophilus PIN7 paraprobiotic	Microbe
LLM:lactobacillus_acidophilus_xy27	Lactobacillus acidophilus XY27	Microbe
LLM:lactobacillus_and_bifidobacterium_probiotic	Lactobacillus and Bifidobacterium probiotic	Food
LLM:lactobacillus_animalis	Lactobacillus animalis	Microbe
LLM:lactobacillus_brevis	Lactobacillus brevis	Microbe
LLM:lactobacillus_brevis_02	Lactobacillus brevis 02	Microbe
LLM:lactobacillus_brevis_al0035	Lactobacillus brevis AL0035	Microbe
LLM:lactobacillus_brevis_polyphosphate	Lactobacillus brevis polyphosphate	Bioactive
LLM:lactobacillus_casei	Lactobacillus casei	Microbe
LLM:lactobacillus_casei_atcc_393	Lactobacillus casei ATCC 393	Microbe
LLM:lactobacillus_casei_atcc_393_metabolites	Lactobacillus casei ATCC 393 metabolites	Bioactive
LLM:lactobacillus_casei_dg	Lactobacillus casei DG	Microbe
LLM:lactobacillus_casei_lc122	Lactobacillus casei LC122	Microbe
LLM:lactobacillus_casei_lh23	Lactobacillus casei LH23	Microbe
LLM:lactobacillus_casei_m2s01	Lactobacillus casei M2S01	Microbe
LLM:lactobacillus_casei_rhamnosus	Lactobacillus casei rhamnosus	Microbe
LLM:lactobacillus_casei_strain_shirota	Lactobacillus casei Strain Shirota	Microbe
LLM:lactobacillus_casei_zhang	Lactobacillus casei Zhang	Microbe
LLM:lactobacillus_casei_zhang_lactobacillus_plantarum_p-8_and_bifidobacterium_animal	Lactobacillus casei Zhang, Lactobacillus plantarum P-8 and Bifidobacterium animalis subsp. lactis V9 probiotics	Food
LLM:lactobacillus_cocktail	Lactobacillus cocktail	Food
LLM:lactobacillus_crispatus	Lactobacillus crispatus	Microbe
LLM:lactobacillus_crustorum	Lactobacillus crustorum	Microbe
LLM:lactobacillus_delbrueckii	Lactobacillus delbrueckii	Microbe
LLM:lactobacillus_delbrueckii_cidca_133	Lactobacillus delbrueckii CIDCA 133	Microbe
LLM:lactobacillus_delbrueckii_cidca_133_fermented_milk	Lactobacillus delbrueckii CIDCA 133 fermented milk	Food
LLM:lactobacillus_delbrueckii_cidca_133_pexu_hsp65	Lactobacillus delbrueckii CIDCA 133 (pExu:hsp65)	Microbe
LLM:lactobacillus_delbrueckii_cidca_133_pexu_hsp65_milk_ferment	Lactobacillus delbrueckii CIDCA 133 (pExu:hsp65) milk ferment	Food
LLM:lactobacillus_delbrueckii_cidca_133_postbiotic_proteins	Lactobacillus delbrueckii CIDCA 133 postbiotic proteins	Bioactive
LLM:lactobacillus_delbrueckii_subsp_bulgaricus_b3	Lactobacillus delbrueckii subsp. Bulgaricus B3	Microbe
LLM:lactobacillus_delbrueckii_yn1	Lactobacillus delbrueckii YN1	Microbe
LLM:lactobacillus_fermentum_016	Lactobacillus fermentum 016	Microbe
LLM:lactobacillus_fermentum_extracellular_vesicles	Lactobacillus fermentum extracellular vesicles	Bioactive
LLM:lactobacillus_fermentum_f-b9-1_metabolites	Lactobacillus fermentum F-B9-1 metabolites	Bioactive
LLM:lactobacillus_fermentum_fermented_whey	Lactobacillus fermentum fermented whey	Food
LLM:lactobacillus_fermentum_glf-217	Lactobacillus fermentum GLF-217	Microbe
LLM:lactobacillus_fermentum_kbl374	Lactobacillus fermentum KBL374	Microbe
LLM:lactobacillus_fermentum_kbl375	Lactobacillus fermentum KBL375	Microbe
LLM:lactobacillus_fermentum_s1	Lactobacillus fermentum S1	Microbe
LLM:lactobacillus_fermentum_zs40	Lactobacillus fermentum ZS40	Microbe
LLM:lactobacillus_feruloyl_esterase	Lactobacillus feruloyl esterase	Bioactive
LLM:lactobacillus_gasseri	Lactobacillus gasseri	Microbe
LLM:lactobacillus_gasseri_bnr17	Lactobacillus gasseri BNR17	Microbe
LLM:lactobacillus_gasseri_fn136	Lactobacillus gasseri FN136	Microbe
LLM:lactobacillus_gasseri_g098	Lactobacillus gasseri G098	Microbe
LLM:lactobacillus_gasseri_jm1	Lactobacillus gasseri JM1	Microbe
LLM:lactobacillus_gasseri_kbl697	Lactobacillus gasseri KBL697	Microbe
LLM:lactobacillus_gasseri_p12_fermentation_supernatant	Lactobacillus gasseri P12 fermentation supernatant	Bioactive
LLM:lactobacillus_gasseri_pi41	Lactobacillus gasseri PI41	Microbe
LLM:lactobacillus_helveticus	Lactobacillus helveticus	Microbe
LLM:lactobacillus_helveticus_exopolysaccharide	Lactobacillus helveticus exopolysaccharide	Bioactive
LLM:lactobacillus_helveticus_klds_1_8701	Lactobacillus helveticus KLDS 1.8701	Microbe
LLM:lactobacillus_helveticus_lz-r-5	Lactobacillus helveticus LZ-R-5	Microbe
LLM:lactobacillus_helveticus_pi5	Lactobacillus helveticus PI5	Microbe
LLM:lactobacillus_intestinalis	Lactobacillus intestinalis	Microbe
LLM:lactobacillus_jensenii_tl2937	Lactobacillus jensenii TL2937	Microbe
LLM:lactobacillus_johnsonii	Lactobacillus johnsonii	Microbe
LLM:lactobacillus_johnsonii_46	Lactobacillus johnsonii 46	Microbe
LLM:lactobacillus_johnsonii_culture_supernatant	Lactobacillus johnsonii culture supernatant	Bioactive
