pmid	triple_id	subject_name	subject_type	predicate	object_name	object_type	evidence_span	evidence_type	confidence	notes
37646895	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37256134	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35955473	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37190315	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37836457	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33652919	ERROR	-	-	ERROR	-	-	Batch error: errored	-	0	Error type: errored
40099014	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
26752948	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40348137	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37476546	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40452061	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36389141	T1	sodium butyrate	Food	decreases_marker	ulcerative colitis	IBD_Outcome	We found that ulcerative colitis (UC) induced an increase in prostate volumes that could be reversed by sodium butyrate (NaB)	animal	0.75	UC mouse model; NaB treatment reversed UC-induced phenotype
33659796	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29495224	T1	rutaecarpine	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Rutaecarpine can ameliorate the DAI scores and histological scores of ulcerative colitis in mice	animal	0.8	DSS-induced colitis mouse model; rutaecarpine administered 30-100 mg/kg dose-dependently reduced DAI and histological scores
40869289	T1	galactooligosaccharides	Food	decreases_marker	ulcerative colitis	IBD_Outcome	GOS administration improved mucus layer thickness, regulated the expression of tight junction proteins, reduced pro-inflammatory cytokine levels	animal	0.8	DSS-induced UC mouse model (C57BL/6); n=5 per group; GOS 2.5 g/kg BW for 14 days
36382178	T1	Bifidobacterium longum BB536	Food	increases_marker	bowel movement frequency	IBD_Outcome	Bifidobacterium longum BB536 supplementation can be used to regulate bowel movements in various people, including healthy subjects and patients with irritable bowel syndrome (IBS)	rct	0.85	Double-blind RCT with n=24; probiotic supplement
35103060	T1	E. coli	Microbe	increased_in	obesity	IBD_Outcome	The relative abundance of the opportunistic pathogen E. coli and the Crohn's disease-related Veillonella spp. was significantly correlated with mouse weight gain in the OVX group.	animal	0.75	OVX C57BL/6 mice model; obesity phenotype established by weight gain correlation
35103060	T2	Veillonella	Microbe	increased_in	Crohn's disease	IBD_Outcome	The relative abundance of the opportunistic pathogen E. coli and the Crohn's disease-related Veillonella spp. was significantly correlated with mouse weight gain in the OVX group.	animal	0.65	Crohn's disease-related designation from abstract; OVX model as proxy
41683826	T1	Zophobas morio larvae protein powder	Food	decreases_marker	ulcerative colitis	IBD_Outcome	both ZMLpp and TMLpp significantly reduced DAI, mitigated weight loss and hematochezia/diarrhea, restored colon length, attenuated mucosal damage, and preserved goblet cells	animal	0.8	DSS-induced mouse colitis model; ZMLpp = Zophobas morio larvae protein powder
41683826	T2	Tenebrio molitor larvae protein powder	Food	decreases_marker	ulcerative colitis	IBD_Outcome	both ZMLpp and TMLpp significantly reduced DAI, mitigated weight loss and hematochezia/diarrhea, restored colon length, attenuated mucosal damage, and preserved goblet cells	animal	0.8	DSS-induced mouse colitis model; TMLpp = Tenebrio molitor larvae protein powder
41683826	T3	Zophobas morio larvae protein powder	Food	increases_abundance_of	Akkermansia	Microbe	improved fecal microbiota dysbiosis, such as increased abundance of beneficial bacteria like Akkermansia	animal	0.8	DSS mouse model; ZMLpp treatment
41683826	T4	Tenebrio molitor larvae protein powder	Food	increases_abundance_of	Akkermansia	Microbe	improved fecal microbiota dysbiosis, such as increased abundance of beneficial bacteria like Akkermansia	animal	0.8	DSS mouse model; TMLpp treatment
36644995	T1	1-kestose	Food	decreases_marker	ulcerative colitis	IBD_Outcome	The clinical activity index at week 8 was significantly lower in the 1-kestose group than in the placebo group (3.8 ± 2.7 vs. 5.6 ± 2.1, p = 0.026)	rct	0.85	RCT, n=40 (20 per group), 8-week intervention, mild-to-moderate UC
36644995	T2	1-kestose	Food	decreases_abundance_of	Ruminococcus gnavus	Microbe	Faecal analysis showed significantly reduced alpha-diversity in the 1-kestose group, with a decreased relative abundance of several bacteria, including Ruminococcus gnavus group	rct	0.85	RCT, n=40, specific taxon named in results; only extracted most emphasized taxon from list
39923740	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31665832	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40065181	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30443249	T1	high-fat diet	Food	increases_marker	experimental colitis	IBD_Outcome	Consumption of a diet rich in fat could exacerbate mucosal injury-induced colitis	animal	0.8	Mouse model of experimental colitis; diet-induced worsening of colitis markers
32356528	T1	Flammulina velutipes polysaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	FVP treatment reduced the symptoms of UC	animal	0.8	DSS-induced UC mouse model; β-type glycosidic polysaccharide from fungal source
32356528	T2	Flammulina velutipes polysaccharide	Food	increases_abundance_of	Lactobacillus	Microbe	11 species of gut microbes including Lactobacillus, Bifidobacterium, and Clostridium associated with UC symptoms were analyzed by correlation analysis	animal	0.7	Implied modulation through correlation analysis with UC improvement; genus Lactobacillus
36389795	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38280217	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38010886	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40158829	T1	Huang-qin decoction	Food	increases_abundance_of	Lachnospiraceae	Microbe	HQD enhanced the abundance of Lachnospiraceae, Firmicutes, Fusobacteria, and Clostridium	animal	0.8	CRC mouse model with DCA induction; Lachnospiraceae is the most specific and emphasized taxon in this list
40158829	T2	Huang-qin decoction	Food	decreases_abundance_of	Eggerthellales	Microbe	while reducing the abundance of Eggerthellales	animal	0.8	CRC mouse model with DCA induction
33221926	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32576228	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34678130	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38987744	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
31345349	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36054505	T1	Lentinula edodes soluble dietary fiber	Food	decreases_marker	ulcerative colitis	IBD_Outcome	synbiotic treatment could alleviate weight loss, decrease the disease activity index level and cause histological amelioration	animal	0.8	DSS-induced colitis mouse model; synbiotic with LP90
36054505	T2	Lactobacillus plantarum LP90	Microbe	produces	butyric acid	Bioactive	synbiotic treatment could upregulate butyric acid production (4.71 ± 0.46 mol g⁻¹ feces, P < 0.05)	animal	0.85	Lactobacillus plantarum LP90 is the probiotic component explicitly shown to upregulate butyrate
41970333	T1	Saururus chinensis polysaccharide SCPE-II	Food	decreases_marker	ulcerative colitis	IBD_Outcome	SCPE-II suppressed various clinical symptoms in DSS-induced UC mice	animal	0.8	DSS-induced UC mouse model; rhamnogalacturonan-rich polysaccharide extracted from S. chinensis
32831864	T1	Pingkui enema	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Pingkui enema treatment with high dosage markedly improved the survival rate compared with untreated and sulfasalazine treated groups. All dosages of Pingkui enema reduced pathological score.	animal	0.8	TNBS-induced UC rat model; traditional Chinese medicine enema
32831864	T2	Pingkui enema	Food	increases_abundance_of	Bifidobacterium	Microbe	high-dose Pingkui enema and sulfasalazine treatments increased gut content of Bifidobacterium	animal	0.8	TNBS-induced UC rat model; measured by RT-PCR in intestinal tissue
34064187	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
27931127	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40564077	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32333762	T1	butyrate-producing bacteria	Microbe	decreased_in	Crohn's disease	IBD_Outcome	The mucosa-associated microbiota in CD patients was characterised by a depletion of butyrate-producing species (false discovery rate [FDR] <0.01)	cohort	0.85	n=121 CD patients vs 39 controls; direct cohort observation of dysbiosis in CD
32333762	T2	Proteobacteria	Microbe	increased_in	Crohn's disease	IBD_Outcome	enrichment of Proteobacteria [FDR = 0.009] and Akkermansia spp. [FDR = 0.02]	cohort	0.85	n=121 CD patients; direct baseline dysbiosis observation
32333762	T3	Akkermansia	Microbe	increased_in	Crohn's disease	IBD_Outcome	enrichment of Proteobacteria [FDR = 0.009] and Akkermansia spp. [FDR = 0.02]	cohort	0.85	n=121 CD patients; direct baseline dysbiosis observation
32333762	T4	Fusobacteria	Microbe	increased_in	postoperative disease recurrence	IBD_Outcome	in POR patients, also Fusobacteriaceae [FDR <0.001] increased compared with baseline. ... Fusobacteria as the most prominent player driving early POR	cohort	0.85	Longitudinal post-resection cohort; direct association with POR outcome; Fusobacteriaceae mapped to Fusobacteria phylum
31142251	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41299229	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39275270	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
30662004	T1	kefir	Food	increases_abundance_of	Lactobacillus	Microbe	Lactobacillus bacterial load of feces of all subjects in the treatment group was between 104 and 109 CFU/g, and the first and last measurements were statistically significant (p=0.001 in ulcerative colitis and p=0.005 in Crohn's disease (CD))	rct	0.85	RCT with 45 IBD patients (25 treatment, 20 control); 4 weeks 400 mL/day kefir; significant increase in Lactobacillus load post-intervention
30662004	T2	kefir	Food	increases_abundance_of	Lactobacillus kefiri	Microbe	The L. kefiri bacterial load in the stool of 17 subjects was measured as between 104 and 106 CFU/g	rct	0.8	RCT; L. kefiri detected in 17 of treatment group subjects post-kefir consumption
30662004	T3	kefir	Food	decreases_marker	Crohn's disease	IBD_Outcome	For patients with CD, there was a significant decrease in erythrocyte sedimentation rate and C-reactive protein, whereas hemoglobin increased, and for the last 2 weeks, bloating scores were significantly reduced (p=0.012), and feeling good scores increased (p=0.032)	rct	0.85	RCT; CD patients showed reduced inflammatory markers (ESR, CRP) and improved symptom scores (bloating, feeling good) after 4 weeks kefir
35513106	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37792768	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
40577484	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32751519	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39769399	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32762040	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34722332	T1	Akkermansia muciniphila	Microbe	decreased_in	inflammatory bowel disease	IBD_Outcome	the abundance of Akkermansia muciniphila was significantly decreased in mice under CRS and UC patients with depression	cohort	0.85	Observation in UC patients with depression (human cohort); decreased A. muciniphila directly stated
37580334	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37380178	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41640612	T1	Hyphomicrobiales	Microbe	increased_in	ulcerative colitis with fatigue	IBD_Outcome	The HUCF group showed enrichment of Hyphomicrobiales, Brucella, Eisenbergiella, Pediococcus, and Sellimonas	cohort	0.8	Cohort study (n=120, 30 per group); HUCF=UC with fatigue group
41640612	T2	Brucella	Microbe	increased_in	ulcerative colitis with fatigue	IBD_Outcome	The HUCF group showed enrichment of Hyphomicrobiales, Brucella, Eisenbergiella, Pediococcus, and Sellimonas	cohort	0.8	Cohort study (n=120); HUCF group enrichment
41640612	T3	Faecalibacterium	Microbe	decreased_in	ulcerative colitis	IBD_Outcome	Correlation analysis indicated that specific microbes (e.g., Faecalibacterium and Escherichia-Shigella) were associated with the severity of UC and fatigue	cohort	0.75	Correlation analysis in observational cohort; inverse association with severity implies decreased abundance
41640612	T4	Anaerococcus	Microbe	increased_in	ulcerative colitis with fatigue	IBD_Outcome	Notably, Anaerococcus, a beneficial genus, was enriched in the HUCF group	cohort	0.85	Specifically emphasized in HUCF (UC with fatigue) group; described as beneficial
31136040	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32116661	T1	Bruguiera gymnorrhiza fruit	Food	decreases_marker	ulcerative colitis	IBD_Outcome	BGF effectively reduced the body weight loss and DAI, restored the colon length, repaired colonic pathological variations, and decreased the histological scores	animal	0.8	DSS-induced colitis mouse model; aqueous extract tested at 25, 50, 100 mg/kg
32116661	T2	Bruguiera gymnorrhiza fruit	Food	increases_abundance_of	Bifidobacterium	Microbe	BGF promoted the growth of probiotics (Bifidobacterium, Anaerotruncus, and Lactobacillus)	animal	0.8	DSS mouse model; single-list mention of probiotics
32116661	T3	Bruguiera gymnorrhiza fruit	Food	decreases_abundance_of	Bacteroides	Microbe	BGF...inhibited the colonization of pathogenic bacteria (Bacteroides and Streptococcus)	animal	0.8	DSS mouse model; genus Bacteroides
32116661	T4	Bruguiera gymnorrhiza fruit	Food	contains	pinitol	Bioactive	BGF was rich in pinitol	mechanistic	0.9	Chemical composition explicitly stated
30143913	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35948559	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35259271	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
35909691	T1	nuciferine	Food	decreases_marker	ulcerative colitis	IBD_Outcome	nuciferine treatment led to a significant improvement in symptoms, such as histological injury and colon shortening in mice with DSS-induced UC	animal	0.8	DSS-induced UC mouse model; alkaloid from Nelumbo nucifera
35909691	T2	nuciferine	Food	increases_abundance_of	Firmicutes	Microbe	Notably, nuciferine administration reversed this DSS-induced gut dysbiosis	animal	0.65	Indirect: Firmicutes decreased in model group; nuciferine reversed dysbiosis. Cautious assignment since reversal of intervention effect.
35909691	T3	nuciferine	Food	decreases_abundance_of	Bacteroides	Microbe	nuciferine administration reversed this DSS-induced gut dysbiosis	animal	0.65	Indirect: Bacteroides increased in model group; nuciferine reversed dysbiosis.
35218661	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32802257	T1	melatonin	Food	decreases_marker	depression	IBD_Outcome	Oral administration with melatonin alleviated neuroinflammation and depression-like behaviors	animal	0.8	DSS-induced depression rat model; melatonin as dietary supplement
32802257	T2	melatonin	Food	increases_abundance_of	Lactobacillus	Microbe	immune response- and SCFA production-related microbiota, like Lactobacillus and Clostridium significantly increased	animal	0.8	DSS rat model
32802257	T3	melatonin	Food	increases_abundance_of	Clostridium	Microbe	immune response- and SCFA production-related microbiota, like Lactobacillus and Clostridium significantly increased	animal	0.8	DSS rat model
32802257	T4	melatonin	Food	decreases_abundance_of	Streptococcus	Microbe	bile salt hydrolase activity-related microbiota, like Streptococcus and Enterococcus, significantly decreased	animal	0.8	DSS rat model
32802257	T5	melatonin	Food	decreases_abundance_of	Enterococcus	Microbe	bile salt hydrolase activity-related microbiota, like Streptococcus and Enterococcus, significantly decreased	animal	0.8	DSS rat model
32802257	T6	Lactobacillus	Microbe	produces	short chain fatty acid	Bioactive	immune response- and SCFA production-related microbiota, like Lactobacillus and Clostridium significantly increased	mechanistic	0.75	Characterized as SCFA production-related
32802257	T7	Clostridium	Microbe	produces	short chain fatty acid	Bioactive	immune response- and SCFA production-related microbiota, like Lactobacillus and Clostridium significantly increased	mechanistic	0.75	Characterized as SCFA production-related
36945445	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33044636	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41763794	T1	tea polyphenols	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Following transplantation of fecal microbiota modulated by TPP, TPS, or TB from donors into colitis mice, significant reductions in Disease Activity Index (DAI) were observed, alongside attenuated intestinal histopathological damage.	animal	0.8	DSS-induced colitis mouse model; FMT with tea polyphenol-modulated donor microbiota
41763794	T2	tea polysaccharides	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Following transplantation of fecal microbiota modulated by TPP, TPS, or TB from donors into colitis mice, significant reductions in Disease Activity Index (DAI) were observed, alongside attenuated intestinal histopathological damage.	animal	0.8	DSS-induced colitis mouse model; FMT with tea polysaccharide-modulated donor microbiota
41763794	T3	tea polyphenols	Food	increases_abundance_of	Akkermansia	Microbe	The mechanism involved that marked enrichment of beneficial genera, including Akkermansia (TPP-enriched)	animal	0.85	FMT study with tea polyphenol-modulated microbiota
41763794	T4	tea polysaccharides	Food	increases_abundance_of	Allobaculum	Microbe	The mechanism involved that marked enrichment of beneficial genera, including... Allobaculum/Lactobacillus (TPS-enriched)	animal	0.85	FMT study with tea polysaccharide-modulated microbiota
41763794	T5	tea polysaccharides	Food	increases_abundance_of	Lactobacillus	Microbe	The mechanism involved that marked enrichment of beneficial genera, including... Allobaculum/Lactobacillus (TPS-enriched)	animal	0.85	FMT study with tea polysaccharide-modulated microbiota
41763794	T6	Akkermansia	Microbe	produces	short chain fatty acid	Bioactive	marked enrichment of beneficial genera, including Akkermansia (TPP-enriched) and Allobaculum/Lactobacillus (TPS-enriched), which promoted the biosynthesis of short-chain fatty acids (SCFAs)	animal	0.75	Enriched genera implicated in SCFA biosynthesis
37374030	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34684597	T1	galactooligosaccharide	Food	increases_abundance_of	Bifidobacterium	Microbe	In patients with a baseline SCCAI ≤2, prebiotics increased the relative abundance of Bifidobacterium from 1.65% (1.97) to 3.99% (5.37) (p = 0.046)	cohort	0.85	Randomized cohort; 17 UC patients; 6-week GOS intervention; significant increase in Bifidobacterium in less active disease subgroup
34684597	T2	galactooligosaccharide	Food	increases_abundance_of	Christensenellaceae	Microbe	In patients with a baseline SCCAI ≤2, prebiotics increased the relative abundance of... Christensenellaceae from 0.13% (0.33) to 0.31% (0.76) (p = 0.043)	cohort	0.85	Randomized cohort; 17 UC patients; 6-week GOS intervention; significant increase in Christensenellaceae in less active disease subgroup
34684597	T3	galactooligosaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Normal stool proportion (BSFS) increased (49% vs. 70%, p = 0.024), and the incidence (46% vs. 23%, p = 0.016) and severity (0.7 vs. 0.5, p = 0.048) of loose stool (GSRS), along with urgency (SCCAI) scores (1.0 vs. 0.5, p = 0.011), were reduced.	cohort	0.8	Clinical symptom improvement: reduction in loose stool incidence/severity and urgency. Represents improvement in UC symptomatology.
31991691	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32437160	T1	resveratrol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	At a 50 mg/kg oral dose for 2 weeks, BLG-RES significantly improved both % body weight and disease activity index (DAI), compared to free resveratrol in Winnie mice	animal	0.75	Winnie mouse spontaneous UC model; encapsulated resveratrol (BLG-RES) shows improved disease markers
30216448	T1	Lactobacillus reuteri F-9-35	Food	decreases_marker	ulcerative colitis	IBD_Outcome	mice fed with L. reuteri F-9-35 had less inflammatory phenotype according to macroscopic and histological analysis, reduced myeloperoxidase activity, and lower expression of proinflammatory genes	animal	0.8	DSS-induced colitis mouse model; probiotic delivered as dietary supplement in skim milk
35782111	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
41250890	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36992690	T1	Lactobacillus plantarum	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Oral supplementation with Lacto further improved the tacrolimus-mediated suppression of body weight loss in colitis, while the survival time of mice was further prolonged and the inflammation of colonic mucosa was obviously relieved.	animal	0.8	DSS-induced colitis mouse model; Lactobacillus plantarum 550 as oral supplementation
36992690	T2	tacrolimus + Lactobacillus plantarum	Food	increases_abundance_of	Lactobacillus	Microbe	Beneficial alterations of the gut microbiome characterized by a remarkable expansion of the genus Lactobacillus were induced by tacrolimus treatment. Oral supplementation with Lacto further improved the tacrolimus-mediated suppression of body weight loss in colitis	animal	0.75	DSS colitis model; combination therapy resulted in improved Lactobacillus abundance and disease improvement
33762371	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
36649193	T1	Ruminococcus	Microbe	increased_in	pouchitis	IBD_Outcome	Ruminococcus, Bacteroides and Clostridiales were found exclusively in the mesenteric lymph nodes of patients with pouchitis	cohort	0.8	Prospective observational study, n=27 UC patients with IPAA
36649193	T2	Bacteroides	Microbe	increased_in	pouchitis	IBD_Outcome	Ruminococcus, Bacteroides and Clostridiales were found exclusively in the mesenteric lymph nodes of patients with pouchitis	cohort	0.8	Prospective observational study, n=27 UC patients with IPAA
32270772	T1	stachyose	Food	decreases_marker	acute colitis	IBD_Outcome	Histological assay showed that the stachyose treatment significantly reduced the lesions of the colon in DSS-induced colitis	animal	0.8	DSS-induced acute colitis mouse model; prebiotic intervention with documented histological improvement
32270772	T2	stachyose	Food	increases_abundance_of	Akkermansia	Microbe	the stachyose changed the gut microbiota composition with a higher level of Akkermansia, as well as selectively increasing some probiotics, including Lactobacillus	animal	0.85	16S rDNA sequencing analysis in DSS colitis model; Akkermansia most emphasized
32270772	T3	stachyose	Food	increases_abundance_of	Lactobacillus	Microbe	the stachyose changed the gut microbiota composition with a higher level of Akkermansia, as well as selectively increasing some probiotics, including Lactobacillus	animal	0.8	Explicitly mentioned as selectively increased probiotic
28745812	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34897759	T1	Dialister	Microbe	increased_in	psoriasis	IBD_Outcome	There was an increase in the Dialister genus and Prevotella copri species in patients with psoriasis compared to the control group.	case_control	0.85	Case-control study (21 psoriasis vs 24 controls); direct observational comparison
34897759	T2	Prevotella copri	Microbe	increased_in	psoriasis	IBD_Outcome	There was an increase in the Dialister genus and Prevotella copri species in patients with psoriasis compared to the control group.	case_control	0.85	Case-control study (21 psoriasis vs 24 controls); species-level identification
34897759	T3	Ruminococcus	Microbe	decreased_in	psoriasis	IBD_Outcome	A reduction in the Ruminococcus, Lachnospira and Blautia genera, as well as in the Akkermansia muciniphila species, was also verified in the psoriasis group compared to the control group.	case_control	0.85	Case-control study; direct observational comparison
34897759	T4	Akkermansia muciniphila	Microbe	decreased_in	psoriasis	IBD_Outcome	A reduction in the Ruminococcus, Lachnospira and Blautia genera, as well as in the Akkermansia muciniphila species, was also verified in the psoriasis group compared to the control group.	case_control	0.85	Case-control study; species-level identification
36777955	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
28838409	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
37973897	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39458495	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34788420	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38469632	T1	panaxynol	Food	decreases_marker	ulcerative colitis	IBD_Outcome	panaxynol significantly (P < 0.05) improved the disease activity index and endoscopic scores in both models	animal	0.85	DSS-induced chronic and acute colitis models; C57BL/6 mice
38469632	T2	panaxynol	Food	decreases_abundance_of	Enterococcus	Microbe	panaxynol altered microbial composition to suppress colitis-enriched genera (i.e., Enterococcus, Eubacterium, and Ruminococcus)	animal	0.8	16S sequencing in DSS colitis model; most prominent colitis-enriched genus suppressed
38469632	T3	panaxynol	Food	decreases_abundance_of	Eubacterium	Microbe	panaxynol altered microbial composition to suppress colitis-enriched genera (i.e., Enterococcus, Eubacterium, and Ruminococcus)	animal	0.8	16S sequencing in DSS colitis model; colitis-enriched genus suppressed
39641614	T1	Fructo-oligosaccharide	Food	decreases_marker	ulcerative colitis	IBD_Outcome	FOS alleviated DSS-induced colitis symptoms	animal	0.85	DSS-induced colitis mouse model, 400 mg/kg FOS gavage for 37 days
39641614	T2	Fructo-oligosaccharide	Food	increases_marker	indole-3-acetic acid	IBD_Outcome	FOS significantly increased the colonic levels of indole-3-acetic acid (IAA) and indole-3-propionic acid (IPA)	animal	0.8	Targeted metabolomic measurement in DSS colitis mice
36364889	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38282655	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
38431309	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32764209	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
33776762	T1	Sini Decoction	Food	decreases_marker	colorectal cancer	IBD_Outcome	treatment with SND extract could ameliorate the tumors' malignant degree by decreasing tumor number and size	animal	0.8	AOM/DSS-induced CRC mouse model
33776762	T2	Sini Decoction	Food	decreases_abundance_of	Bacteroides fragilis	Microbe	the number of pathogenic bacteria showed a significant reduction, including Bacteroides fragilis and Sulphate-reducing bacteria	animal	0.8	AOM/DSS CRC mouse model; explicit mention as pathogenic bacterium
33776762	T3	Sini Decoction	Food	increases_abundance_of	Lactobacillus	Microbe	SND increased the relative contents of the beneficial bacteria, including Lactobacillus, Bacillus coagulans, Akkermansia muciniphila, and Bifidobacterium	animal	0.8	AOM/DSS CRC mouse model; listed as beneficial bacteria
33776762	T4	Sini Decoction	Food	increases_abundance_of	Akkermansia muciniphila	Microbe	SND increased the relative contents of the beneficial bacteria, including Lactobacillus, Bacillus coagulans, Akkermansia muciniphila, and Bifidobacterium	animal	0.8	AOM/DSS CRC mouse model; species explicitly named
39418594	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32577079	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
39039348	T1	Ophiopogonin D	Food	decreases_marker	ulcerative colitis	IBD_Outcome	Ophiopogonin-D treatment significantly mitigated these DSS-induced effects, improved colon permeability, and modulated inflammatory markers like ZO-1, MUC-2, TNF-α, and IL-1β	animal	0.8	DSS-induced colitis mouse model; botanical extract mapped as Food
39039348	T2	Ophiopogonin D	Food	increases_abundance_of	Akkermansia	Microbe	Ophiopogonin-D treatment improved the α- and β-diversity indices of the mouse intestinal microbiota, along with an increase in the abundance of genera such as Akkermansia (AKK)	animal	0.8	Genus Akkermansia; emphasized individually in results
39039348	T3	Ophiopogonin D	Food	decreases_abundance_of	Enterobacter	Microbe	a decrease in the abundance of genera such as Enterobacter	animal	0.8	Genus Enterobacter; emphasized individually in results
39039348	T4	Akkermansia	Microbe	produces	propionic acid	Bioactive	propionic acid, a metabolite of AKK	mechanistic	0.9	Explicit metabolic production of propionic acid by Akkermansia
39039348	T5	propionic acid	Food	decreases_marker	ulcerative colitis	IBD_Outcome	propionic acid, a metabolite of AKK, demonstrated significant improvement in the symptoms of DSS-induced colitis in mice compared to the control	animal	0.8	DSS colitis mouse model; propionic acid administered as intervention
34745120	T1	tryptophan	Food	decreases_marker	inflammatory bowel disease	IBD_Outcome	Tryptophan can increase gut barrier integrity, enhance intestinal absorption, and decrease intestinal inflammation.	mechanistic	0.7	In vitro IPEC-J2 cell model; mechanisms of tryptophan on barrier function. Background statement; not directly tested in this study for IBD per se, but supported by cell culture barrier integrity data.
38779039	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
32321505	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
34871343	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
25367825	T0	-	-	NONE	-	-	-	-	0	Empty extraction or all schema-violating
29651370	T1	specific carbohydrate diet	Food	decreases_marker	ulcerative colitis	IBD_Outcome	all UC symptoms were also controlled as early as one week following the start of the diet	case_control	0.7	Single patient case report (n=1); symptomatic improvement documented
29651370	T2	specific carbohydrate diet	Food	increases_abundance_of	Enterobacteriaceae	Microbe	Other specific changes in bacterial composition included an increase in Enterobacteriaceae, including Escherichia and Enterobacter species	case_control	0.7	Single patient case; family-level classification
